trial_id,trial_type_id,trial_order,trial_aux_data
1055,547,3,NA
1056,1075,4,NA
1057,96,5,NA
1058,243,6,NA
1059,796,7,NA
1060,383,8,NA
1061,315,9,NA
1062,154,1,NA
1063,250,10,NA
1064,862,11,NA
1065,553,12,NA
1066,1149,13,NA
1067,617,14,NA
1068,469,15,NA
1069,998,16,NA
1070,715,17,NA
1071,7,18,NA
1072,924,19,NA
1073,81,2,NA
1074,780,20,NA
1075,391,21,NA
1076,1083,22,NA
1077,471,23,NA
1078,252,24,NA
1079,621,25,NA
1080,1152,26,NA
1081,305,27,NA
1082,157,28,NA
1083,1001,29,NA
1084,1076,3,NA
1085,839,30,NA
1086,1,31,NA
1087,534,32,NA
1088,375,4,NA
1089,775,5,NA
1090,919,6,NA
1091,307,7,NA
1092,691,8,NA
1093,104,9,NA
1094,470,1,NA
1095,923,10,NA
1096,698,11,NA
1097,545,12,NA
1098,838,13,NA
1099,3,14,NA
1100,154,15,NA
1101,1002,16,NA
1102,466,17,NA
1103,631,18,NA
1104,1021,19,NA
1105,845,2,NA
1106,376,20,NA
1107,1079,21,NA
1108,711,22,NA
1109,84,23,NA
1110,232,24,NA
1111,788,25,NA
1112,914,26,NA
1113,314,27,NA
1114,1161,28,NA
1115,611,29,NA
1116,556,3,NA
1117,153,30,NA
1118,0,31,NA
1119,1169,32,NA
1120,1073,4,NA
1121,82,5,NA
1122,254,6,NA
1123,771,7,NA
1124,381,8,NA
1125,320,9,NA
1126,180,1,NA
1127,246,10,NA
1128,853,11,NA
1129,566,12,NA
1130,1156,13,NA
1131,628,14,NA
1132,471,15,NA
1133,997,16,NA
1134,712,17,NA
1135,36,18,NA
1136,944,19,NA
1137,107,2,NA
1138,791,20,NA
1139,401,21,NA
1140,1071,22,NA
1141,482,23,NA
1142,259,24,NA
1143,639,25,NA
1144,1172,26,NA
1145,318,27,NA
1146,177,28,NA
1147,1013,29,NA
1148,1093,3,NA
1149,845,30,NA
1150,2,31,NA
1151,544,32,NA
1152,393,4,NA
1153,777,5,NA
1154,920,6,NA
1155,323,7,NA
1156,701,8,NA
1157,91,9,NA
1158,194,1,NA
1159,271,10,NA
1160,883,11,NA
1161,584,12,NA
1162,1186,13,NA
1163,655,14,NA
1164,504,15,NA
1165,1037,16,NA
1166,732,17,NA
1167,45,18,NA
1168,985,19,NA
1169,127,2,NA
1170,807,20,NA
1171,423,21,NA
1172,1114,22,NA
1173,1114,3,NA
1174,423,4,NA
1175,805,5,NA
1176,961,6,NA
1177,349,7,NA
1178,734,8,NA
1179,128,9,NA
1180,461,1,NA
1181,925,10,NA
1182,704,11,NA
1183,564,12,NA
1184,837,13,NA
1185,22,14,NA
1186,158,15,NA
1187,1012,16,NA
1188,458,17,NA
1189,622,18,NA
1190,1020,19,NA
1191,861,2,NA
1192,400,20,NA
1193,1090,21,NA
1194,708,22,NA
1195,92,23,NA
1196,248,24,NA
1197,770,25,NA
1198,925,26,NA
1199,372,27,NA
1200,1145,28,NA
1201,627,29,NA
1202,552,3,NA
1203,159,30,NA
1204,9,31,NA
1205,1162,32,NA
1206,1092,4,NA
1207,109,5,NA
1208,231,6,NA
1209,781,7,NA
1210,387,8,NA
1211,312,9,NA
1212,195,1,NA
1213,272,10,NA
1214,881,11,NA
1215,578,12,NA
1216,1185,13,NA
1217,657,14,NA
1218,502,15,NA
1219,1035,16,NA
1220,731,17,NA
1221,75,18,NA
1222,957,19,NA
1223,134,2,NA
1224,810,20,NA
1225,455,21,NA
1226,1111,22,NA
1227,502,23,NA
1228,302,24,NA
1229,686,25,NA
1230,1183,26,NA
1231,360,27,NA
1232,196,28,NA
1233,1113,3,NA
1234,454,4,NA
1235,811,5,NA
1236,956,6,NA
1237,371,7,NA
1238,735,8,NA
1239,122,9,NA
1240,503,1,NA
1241,959,10,NA
1242,736,11,NA
1243,583,12,NA
1244,884,13,NA
1245,45,14,NA
1246,215,15,NA
1247,1036,16,NA
1248,505,17,NA
1249,656,18,NA
1250,1038,19,NA
1251,880,2,NA
1252,422,20,NA
1253,1112,21,NA
1254,733,22,NA
1255,123,23,NA
1256,270,24,NA
1257,806,25,NA
1258,955,26,NA
1259,348,27,NA
1260,1184,28,NA
1261,672,29,NA
1262,580,3,NA
1263,192,30,NA
1264,42,31,NA
1265,1207,32,NA
1266,1112,4,NA
1267,125,5,NA
1268,275,6,NA
1269,809,7,NA
1270,424,8,NA
1271,345,9,NA
1272,198,1,NA
1273,274,10,NA
1274,882,11,NA
1275,582,12,NA
1276,1183,13,NA
1277,671,14,NA
1278,501,15,NA
1279,1039,16,NA
1280,737,17,NA
1281,47,18,NA
1282,960,19,NA
1283,121,2,NA
1284,808,20,NA
1285,446,21,NA
1286,1115,22,NA
1287,501,23,NA
1288,273,24,NA
1289,658,25,NA
1290,1190,26,NA
1291,346,27,NA
1292,193,28,NA
1293,1048,29,NA
1294,1110,3,NA
1295,879,30,NA
1296,41,31,NA
1297,579,32,NA
1298,421,4,NA
1299,812,5,NA
1300,960,6,NA
1301,344,7,NA
1302,760,8,NA
1303,137,9,NA
1304,522,1,NA
1305,975,10,NA
1306,749,11,NA
1307,598,12,NA
1308,903,13,NA
1309,70,14,NA
1310,213,15,NA
1311,1057,16,NA
1312,522,17,NA
1313,664,18,NA
1314,1055,19,NA
1315,886,2,NA
1316,445,20,NA
1317,1137,21,NA
1318,748,22,NA
1319,129,23,NA
1320,292,24,NA
1321,834,25,NA
1322,991,26,NA
1323,347,27,NA
1324,1195,28,NA
1325,662,29,NA
1326,587,3,NA
1327,220,30,NA
1328,63,31,NA
1329,1212,32,NA
1330,1142,4,NA
1331,142,5,NA
1332,278,6,NA
1333,819,7,NA
1334,436,8,NA
1335,364,9,NA
1336,511,1,NA
1337,984,10,NA
1338,749,11,NA
1339,600,12,NA
1340,895,13,NA
1341,60,14,NA
1342,218,15,NA
1343,1055,16,NA
1344,522,17,NA
1345,674,18,NA
1346,1057,19,NA
1347,894,2,NA
1348,441,20,NA
1349,1137,21,NA
1350,751,22,NA
1351,145,23,NA
1352,298,24,NA
1353,832,25,NA
1354,980,26,NA
1355,361,27,NA
1356,1211,28,NA
1357,659,29,NA
1358,592,3,NA
1359,221,30,NA
1360,49,31,NA
1361,1200,32,NA
1362,1122,4,NA
1363,130,5,NA
1364,284,6,NA
1365,827,7,NA
1366,434,8,NA
1367,358,9,NA
1368,224,1,NA
1369,277,10,NA
1370,885,11,NA
1371,595,12,NA
1372,1201,13,NA
1373,675,14,NA
1374,519,15,NA
1375,1050,16,NA
1376,738,17,NA
1377,60,18,NA
1378,979,19,NA
1379,129,2,NA
1380,825,20,NA
1381,426,21,NA
1382,1134,22,NA
1383,510,23,NA
1384,293,24,NA
1385,679,25,NA
1386,1201,26,NA
1387,365,27,NA
1388,214,28,NA
1389,1056,29,NA
1390,1117,3,NA
1391,900,30,NA
1392,58,31,NA
1393,605,32,NA
1394,428,4,NA
1395,815,5,NA
1396,967,6,NA
1397,356,7,NA
1398,745,8,NA
1399,140,9,NA
1400,518,1,NA
1401,978,10,NA
1402,748,11,NA
1403,596,12,NA
1404,898,13,NA
1405,64,14,NA
1406,212,15,NA
1407,1057,16,NA
1408,520,17,NA
1409,683,18,NA
1410,1046,19,NA
1411,907,2,NA
1412,445,20,NA
1413,1131,21,NA
1414,598,3,NA
1415,1128,4,NA
1416,140,5,NA
1417,289,6,NA
1418,820,7,NA
1419,430,8,NA
1420,358,9,NA
1421,512,1,NA
1422,972,10,NA
1423,749,11,NA
1424,594,12,NA
1425,903,13,NA
1426,60,14,NA
1427,210,15,NA
1428,1046,16,NA
1429,530,17,NA
1430,661,18,NA
1431,1055,19,NA
1432,904,2,NA
1433,447,20,NA
1434,1128,21,NA
1435,749,22,NA
1436,141,23,NA
1437,277,24,NA
1438,830,25,NA
1439,986,26,NA
1440,363,27,NA
1441,1199,28,NA
1442,680,29,NA
1443,608,3,NA
1444,219,30,NA
1445,61,31,NA
1446,1204,32,NA
1447,1137,4,NA
1448,135,5,NA
1449,280,6,NA
1450,818,7,NA
1451,429,8,NA
1452,358,9,NA
1453,218,1,NA
1454,285,10,NA
1455,897,11,NA
1456,603,12,NA
1457,1192,13,NA
1458,666,14,NA
1459,510,15,NA
1460,1044,16,NA
1461,753,17,NA
1462,51,18,NA
1463,149,2,NA
1464,818,20,NA
1465,439,21,NA
1466,1130,22,NA
1467,524,23,NA
1468,291,24,NA
1469,681,25,NA
1470,1203,26,NA
1471,365,27,NA
1472,216,28,NA
1473,1045,29,NA
1474,1119,3,NA
1475,894,30,NA
1476,44,31,NA
1477,593,32,NA
1478,431,4,NA
1479,824,5,NA
1480,993,6,NA
1481,365,7,NA
1482,743,8,NA
1483,144,9,NA
1484,517,1,NA
1485,970,10,NA
1486,740,11,NA
1487,604,12,NA
1488,901,13,NA
1489,59,14,NA
1490,208,15,NA
1491,1053,16,NA
1492,513,17,NA
1493,668,18,NA
1494,1043,19,NA
1495,889,2,NA
1496,450,20,NA
1497,1135,21,NA
1498,746,22,NA
1499,141,23,NA
1500,279,24,NA
1501,826,25,NA
1502,990,26,NA
1503,363,27,NA
1504,1200,28,NA
1505,670,29,NA
1506,589,3,NA
1507,214,30,NA
1508,63,31,NA
1509,1210,32,NA
1510,1133,4,NA
1511,135,5,NA
1512,284,6,NA
1513,818,7,NA
1514,427,8,NA
1515,359,9,NA
1516,222,1,NA
1517,297,10,NA
1518,899,11,NA
1519,599,12,NA
1520,1192,13,NA
1521,677,14,NA
1522,521,15,NA
1523,1042,16,NA
1524,753,17,NA
1525,69,18,NA
1526,981,19,NA
1527,143,2,NA
1528,827,20,NA
1529,442,21,NA
1530,1132,22,NA
1531,528,23,NA
1532,299,24,NA
1533,677,25,NA
1534,1205,26,NA
1535,360,27,NA
1536,203,28,NA
1537,1044,29,NA
1538,1136,3,NA
1539,902,30,NA
1540,56,31,NA
1541,607,32,NA
1542,437,4,NA
1543,828,5,NA
1544,981,6,NA
1545,368,7,NA
1546,753,8,NA
1547,142,9,NA
1548,506,1,NA
1549,968,10,NA
1550,746,11,NA
1551,602,12,NA
1552,890,13,NA
1553,62,14,NA
1554,206,15,NA
1555,1047,16,NA
1556,517,17,NA
1557,665,18,NA
1558,1057,19,NA
1559,892,2,NA
1560,443,20,NA
1561,1133,21,NA
1562,749,22,NA
1563,143,23,NA
1564,287,24,NA
1565,826,25,NA
1566,975,26,NA
1567,363,27,NA
1568,1189,28,NA
1569,674,29,NA
1570,592,3,NA
1571,220,30,NA
1572,54,31,NA
1573,1200,32,NA
1574,1122,4,NA
1575,144,5,NA
1576,291,6,NA
1577,813,7,NA
1578,441,8,NA
1579,364,9,NA
1580,518,1,NA
1581,982,10,NA
1582,756,11,NA
1583,596,12,NA
1584,896,13,NA
1585,43,14,NA
1586,218,15,NA
1587,1053,16,NA
1588,506,17,NA
1589,676,18,NA
1590,1053,19,NA
1591,894,2,NA
1592,453,20,NA
1593,1135,21,NA
1594,755,22,NA
1595,147,23,NA
1596,276,24,NA
1597,822,25,NA
1598,980,26,NA
1599,366,27,NA
1600,1202,28,NA
1601,678,29,NA
1602,589,3,NA
1603,223,30,NA
1604,50,31,NA
1605,1202,32,NA
1606,1123,4,NA
1607,140,5,NA
1608,286,6,NA
1609,820,7,NA
1610,438,8,NA
1611,355,9,NA
1612,213,1,NA
1613,297,10,NA
1614,888,11,NA
1615,588,12,NA
1616,1190,13,NA
1617,663,14,NA
1618,514,15,NA
1619,1054,16,NA
1620,747,17,NA
1621,55,18,NA
1622,989,19,NA
1623,147,2,NA
1624,821,20,NA
1625,435,21,NA
1626,1129,22,NA
1627,521,23,NA
1628,282,24,NA
1629,687,25,NA
1630,1196,26,NA
1631,357,27,NA
1632,216,28,NA
1633,1052,29,NA
1634,1136,3,NA
1635,902,30,NA
1636,48,31,NA
1637,603,32,NA
1638,448,4,NA
1639,814,5,NA
1640,965,6,NA
1641,352,7,NA
1642,759,8,NA
1643,138,9,NA
1644,513,1,NA
1645,980,10,NA
1646,752,11,NA
1647,600,12,NA
1648,905,13,NA
1649,60,14,NA
1650,204,15,NA
1651,1047,16,NA
1652,515,17,NA
1653,667,18,NA
1654,1057,19,NA
1655,894,2,NA
1656,453,20,NA
1657,1131,21,NA
1658,758,22,NA
1659,139,23,NA
1660,281,24,NA
1661,834,25,NA
1662,976,26,NA
1663,367,27,NA
1664,1187,28,NA
1665,680,29,NA
1666,594,3,NA
1667,221,30,NA
1668,65,31,NA
1669,1211,32,NA
1670,1126,4,NA
1671,144,5,NA
1672,296,6,NA
1673,827,7,NA
1674,443,8,NA
1675,359,9,NA
1676,217,1,NA
1677,290,10,NA
1678,898,11,NA
1679,593,12,NA
1680,1208,13,NA
1681,689,14,NA
1682,516,15,NA
1683,1044,16,NA
1684,757,17,NA
1685,64,18,NA
1686,983,19,NA
1687,126,2,NA
1688,833,20,NA
1689,452,21,NA
1690,1141,22,NA
1691,521,23,NA
1692,289,24,NA
1693,660,25,NA
1694,1198,26,NA
1695,369,27,NA
1696,199,28,NA
1697,1052,29,NA
1698,1127,3,NA
1699,908,30,NA
1700,76,31,NA
1701,597,32,NA
1702,435,4,NA
1703,822,5,NA
1704,971,6,NA
1705,360,7,NA
1706,759,8,NA
1707,146,9,NA
1708,518,1,NA
1709,980,10,NA
1710,740,11,NA
1711,591,12,NA
1712,890,13,NA
1713,62,14,NA
1714,226,15,NA
1715,1041,16,NA
1716,520,17,NA
1717,667,18,NA
1718,1049,19,NA
1719,892,2,NA
1720,436,20,NA
1721,1116,21,NA
1722,752,22,NA
1723,124,23,NA
1724,290,24,NA
1725,832,25,NA
1726,970,26,NA
1727,366,27,NA
1728,1193,28,NA
1729,670,29,NA
1730,598,3,NA
1731,216,30,NA
1732,65,31,NA
1733,1191,32,NA
1734,1121,4,NA
1735,138,5,NA
1736,282,6,NA
1737,817,7,NA
1738,432,8,NA
1739,363,9,NA
1740,210,1,NA
1741,283,10,NA
1742,899,11,NA
1743,595,12,NA
1744,1188,13,NA
1745,673,14,NA
1746,514,15,NA
1747,1048,16,NA
1748,750,17,NA
1749,57,18,NA
1750,963,19,NA
1751,139,2,NA
1752,444,21,NA
1753,1139,22,NA
1754,519,23,NA
1755,304,24,NA
1756,214,28,NA
1757,1056,29,NA
1758,1125,3,NA
1759,433,4,NA
1760,824,5,NA
1761,969,6,NA
1762,357,7,NA
1763,743,8,NA
1764,128,9,NA
1765,511,1,NA
1766,970,10,NA
1767,742,11,NA
1768,594,12,NA
1769,899,13,NA
1770,64,14,NA
1771,210,15,NA
1772,1047,16,NA
1773,515,17,NA
1774,670,18,NA
1775,1059,19,NA
1776,886,2,NA
1777,425,20,NA
1778,1137,21,NA
1779,751,22,NA
1780,131,23,NA
1781,292,24,NA
1782,832,25,NA
1783,966,26,NA
1784,361,27,NA
1785,1197,28,NA
1786,672,29,NA
1787,585,3,NA
1788,205,30,NA
1789,46,31,NA
1790,1211,32,NA
1791,1135,4,NA
1792,135,5,NA
1793,284,6,NA
1794,820,7,NA
1795,440,8,NA
1796,354,9,NA
1797,209,1,NA
1798,285,10,NA
1799,893,11,NA
1800,593,12,NA
1801,1188,13,NA
1802,669,14,NA
1803,521,15,NA
1804,1045,16,NA
1805,757,17,NA
1806,57,18,NA
1807,981,19,NA
1808,132,2,NA
1809,827,20,NA
1810,448,21,NA
1811,1134,22,NA
1812,523,23,NA
1813,296,24,NA
1814,677,25,NA
1815,1205,26,NA
1816,362,27,NA
1817,220,28,NA
1818,1058,29,NA
1819,1141,3,NA
1820,431,4,NA
1821,822,5,NA
1822,988,6,NA
1823,362,7,NA
1824,743,8,NA
1825,142,9,NA
1826,525,1,NA
1827,986,10,NA
1828,742,11,NA
1829,609,12,NA
1830,895,13,NA
1831,53,14,NA
1832,202,15,NA
1833,1051,16,NA
1834,507,17,NA
1835,682,18,NA
1836,1040,19,NA
1837,887,2,NA
1838,451,20,NA
1839,1137,21,NA
1840,739,22,NA
1841,136,23,NA
1842,290,24,NA
1843,832,25,NA
1844,972,26,NA
1845,355,27,NA
1846,1193,28,NA
1847,684,29,NA
1848,608,3,NA
1849,49,31,NA
1850,1189,32,NA
1851,1137,4,NA
1852,138,5,NA
1853,278,6,NA
1854,820,7,NA
1855,429,8,NA
1856,370,9,NA
1857,517,1,NA
1858,973,10,NA
1859,744,11,NA
1860,604,12,NA
1861,897,13,NA
1862,64,14,NA
1863,222,15,NA
1864,1060,16,NA
1865,526,17,NA
1866,672,18,NA
1867,1061,19,NA
1868,894,2,NA
1869,445,20,NA
1870,1118,21,NA
1871,752,22,NA
1872,148,23,NA
1873,295,24,NA
1874,832,25,NA
1875,977,26,NA
1876,1206,28,NA
1877,667,29,NA
1878,589,3,NA
1879,211,30,NA
1880,68,31,NA
1881,1193,32,NA
1882,1137,4,NA
1883,140,5,NA
1884,286,6,NA
1885,823,7,NA
1886,438,8,NA
1887,363,9,NA
1888,210,1,NA
1889,287,10,NA
1890,893,11,NA
1891,595,12,NA
1892,1203,13,NA
1893,675,14,NA
1894,519,15,NA
1895,1044,16,NA
1896,66,18,NA
1897,963,19,NA
1898,150,2,NA
1899,831,20,NA
1900,448,21,NA
1901,1139,22,NA
1902,1141,3,NA
1903,428,4,NA
1904,836,5,NA
1905,963,6,NA
1906,350,7,NA
1907,747,8,NA
1908,146,9,NA
1909,508,1,NA
1910,977,10,NA
1911,746,11,NA
1912,606,12,NA
1913,906,13,NA
1914,53,14,NA
1915,212,15,NA
1916,1055,16,NA
1917,522,17,NA
1918,667,18,NA
1919,1055,19,NA
1920,902,2,NA
1921,451,20,NA
1922,1137,21,NA
1923,754,22,NA
1924,145,23,NA
1925,297,24,NA
1926,832,25,NA
1927,977,26,NA
1928,367,27,NA
1929,1213,28,NA
1930,678,29,NA
1931,592,3,NA
1932,201,30,NA
1933,67,31,NA
1934,1197,32,NA
1935,1140,4,NA
1936,135,5,NA
1937,284,6,NA
1938,825,7,NA
1939,429,8,NA
1940,361,9,NA
1941,507,1,NA
1942,987,10,NA
1943,744,11,NA
1944,589,12,NA
1945,901,13,NA
1946,57,14,NA
1947,208,15,NA
1948,1053,16,NA
1949,531,17,NA
1950,674,18,NA
1951,1053,19,NA
1952,891,2,NA
1953,440,20,NA
1954,1120,21,NA
1955,752,22,NA
1956,151,23,NA
1957,288,24,NA
1958,816,25,NA
1959,973,26,NA
1960,361,27,NA
1961,1191,28,NA
1962,680,29,NA
1963,586,3,NA
1964,200,30,NA
1965,52,31,NA
1966,1204,32,NA
1967,1138,4,NA
1968,133,5,NA
1969,282,6,NA
1970,818,7,NA
1971,434,8,NA
1972,355,9,NA
1973,210,1,NA
1974,294,10,NA
1975,893,11,NA
1976,590,12,NA
1977,1194,13,NA
1978,675,14,NA
1979,516,15,NA
1980,1054,16,NA
1981,750,17,NA
1982,72,18,NA
1983,974,19,NA
1984,129,2,NA
1985,829,20,NA
1986,444,21,NA
1987,1132,22,NA
1988,509,23,NA
1989,291,24,NA
1990,677,25,NA
1991,1205,26,NA
1992,362,27,NA
1993,207,28,NA
1994,1058,29,NA
1995,1139,3,NA
1996,902,30,NA
1997,65,31,NA
1998,601,32,NA
1999,431,4,NA
2000,815,5,NA
2001,963,6,NA
2002,353,7,NA
2003,741,8,NA
2004,512,1,NA
2005,984,10,NA
2006,751,11,NA
2007,606,12,NA
2008,901,13,NA
2009,69,14,NA
2010,217,15,NA
2011,1060,16,NA
2012,527,17,NA
2013,680,18,NA
2014,1062,19,NA
2015,887,2,NA
2016,449,20,NA
2017,1140,21,NA
2018,751,22,NA
2019,145,23,NA
2020,287,24,NA
2021,834,25,NA
2022,964,26,NA
2023,351,27,NA
2024,1202,28,NA
2025,688,29,NA
2026,600,3,NA
2027,221,30,NA
2028,63,31,NA
2029,1209,32,NA
2030,1124,4,NA
2031,146,5,NA
2032,284,6,NA
2033,835,7,NA
2034,440,8,NA
2035,374,9,NA
